,Event_Name,Tweet_Timestamp,Hour,Day,Count
6686,Memorial Day,11/14/2022 13:00,13,11/14/2022,0
6687,Memorial Day,11/14/2022 14:00,14,11/14/2022,0
6688,Memorial Day,11/14/2022 15:00,15,11/14/2022,0
6689,Memorial Day,11/14/2022 16:00,16,11/14/2022,0
6690,Memorial Day,11/14/2022 17:00,17,11/14/2022,0
6691,Memorial Day,11/14/2022 18:00,18,11/14/2022,0
6692,Memorial Day,11/14/2022 19:00,19,11/14/2022,0
6693,Memorial Day,11/14/2022 20:00,20,11/14/2022,0
6694,Memorial Day,11/14/2022 21:00,21,11/14/2022,0
6695,Memorial Day,11/14/2022 22:00,22,11/14/2022,0
6696,Memorial Day,11/14/2022 23:00,23,11/14/2022,0
6697,Memorial Day,11/15/2022 0:00,0,11/15/2022,0
6698,Memorial Day,11/15/2022 1:00,1,11/15/2022,0
6699,Memorial Day,11/15/2022 2:00,2,11/15/2022,0
6700,Memorial Day,11/15/2022 3:00,3,11/15/2022,0
6701,Memorial Day,11/15/2022 4:00,4,11/15/2022,0
6702,Memorial Day,11/15/2022 5:00,5,11/15/2022,0
6703,Memorial Day,11/15/2022 6:00,6,11/15/2022,0
6704,Memorial Day,11/15/2022 7:00,7,11/15/2022,0
6705,Memorial Day,11/15/2022 8:00,8,11/15/2022,0
6706,Memorial Day,11/15/2022 9:00,9,11/15/2022,0
6707,Memorial Day,11/15/2022 10:00,10,11/15/2022,0
6708,Memorial Day,11/15/2022 11:00,11,11/15/2022,0
6709,Memorial Day,11/15/2022 12:00,12,11/15/2022,1
6710,Memorial Day,11/15/2022 13:00,13,11/15/2022,0
6711,Memorial Day,11/15/2022 14:00,14,11/15/2022,0
6712,Memorial Day,11/15/2022 15:00,15,11/15/2022,0
6713,Memorial Day,11/15/2022 16:00,16,11/15/2022,0
6714,Memorial Day,11/15/2022 17:00,17,11/15/2022,0
6715,Memorial Day,11/15/2022 18:00,18,11/15/2022,0
6716,Memorial Day,11/15/2022 19:00,19,11/15/2022,0
6717,Memorial Day,11/15/2022 20:00,20,11/15/2022,0
6718,Memorial Day,11/15/2022 21:00,21,11/15/2022,0
6719,Memorial Day,11/15/2022 22:00,22,11/15/2022,0
6720,Memorial Day,11/15/2022 23:00,23,11/15/2022,0
6721,Memorial Day,11/16/2022 0:00,0,11/16/2022,0
6722,Memorial Day,11/16/2022 1:00,1,11/16/2022,0
6723,Memorial Day,11/16/2022 2:00,2,11/16/2022,0
6724,Memorial Day,11/16/2022 3:00,3,11/16/2022,0
6725,Memorial Day,11/16/2022 4:00,4,11/16/2022,0
6726,Memorial Day,11/16/2022 5:00,5,11/16/2022,0
6727,Memorial Day,11/16/2022 6:00,6,11/16/2022,0
6728,Memorial Day,11/16/2022 7:00,7,11/16/2022,0
6729,Memorial Day,11/16/2022 8:00,8,11/16/2022,0
6730,Memorial Day,11/16/2022 9:00,9,11/16/2022,0
6731,Memorial Day,11/16/2022 10:00,10,11/16/2022,0
6732,Memorial Day,11/16/2022 11:00,11,11/16/2022,0
6733,Memorial Day,11/16/2022 12:00,12,11/16/2022,1
6734,Memorial Day,11/16/2022 13:00,13,11/16/2022,0
6735,Memorial Day,11/16/2022 14:00,14,11/16/2022,0
6736,Memorial Day,11/16/2022 15:00,15,11/16/2022,0
6737,Memorial Day,11/16/2022 16:00,16,11/16/2022,0
6738,Memorial Day,11/16/2022 17:00,17,11/16/2022,0
6739,Memorial Day,11/16/2022 18:00,18,11/16/2022,0
6740,Memorial Day,11/16/2022 19:00,19,11/16/2022,0
6741,Memorial Day,11/16/2022 20:00,20,11/16/2022,0
6742,Memorial Day,11/16/2022 21:00,21,11/16/2022,0
6743,Memorial Day,11/16/2022 22:00,22,11/16/2022,0
6744,Memorial Day,11/16/2022 23:00,23,11/16/2022,0
6745,Memorial Day,11/17/2022 0:00,0,11/17/2022,0
6746,Memorial Day,11/17/2022 1:00,1,11/17/2022,0
6747,Memorial Day,11/17/2022 2:00,2,11/17/2022,0
6748,Memorial Day,11/17/2022 3:00,3,11/17/2022,0
6749,Memorial Day,11/17/2022 4:00,4,11/17/2022,0
6750,Memorial Day,11/17/2022 5:00,5,11/17/2022,0
6751,Memorial Day,11/17/2022 6:00,6,11/17/2022,0
6752,Memorial Day,11/17/2022 7:00,7,11/17/2022,0
6753,Memorial Day,11/17/2022 8:00,8,11/17/2022,0
6754,Memorial Day,11/17/2022 9:00,9,11/17/2022,0
6755,Memorial Day,11/17/2022 10:00,10,11/17/2022,0
6756,Memorial Day,11/17/2022 11:00,11,11/17/2022,0
6757,Memorial Day,11/17/2022 12:00,12,11/17/2022,1
6758,Motivational Talks,10/29/2022 7:00,7,10/29/2022,1
6759,Motivational Talks,10/29/2022 8:00,8,10/29/2022,0
6760,Motivational Talks,10/29/2022 9:00,9,10/29/2022,0
6761,Motivational Talks,10/29/2022 10:00,10,10/29/2022,0
6762,Motivational Talks,10/29/2022 11:00,11,10/29/2022,0
6763,Motivational Talks,10/29/2022 12:00,12,10/29/2022,0
6764,Motivational Talks,10/29/2022 13:00,13,10/29/2022,0
6765,Motivational Talks,10/29/2022 14:00,14,10/29/2022,0
6766,Motivational Talks,10/29/2022 15:00,15,10/29/2022,0
6767,Motivational Talks,10/29/2022 16:00,16,10/29/2022,0
6768,Motivational Talks,10/29/2022 17:00,17,10/29/2022,0
6769,Motivational Talks,10/29/2022 18:00,18,10/29/2022,0
6770,Motivational Talks,10/29/2022 19:00,19,10/29/2022,0
6771,Motivational Talks,10/29/2022 20:00,20,10/29/2022,0
6772,Motivational Talks,10/29/2022 21:00,21,10/29/2022,0
6773,Motivational Talks,10/29/2022 22:00,22,10/29/2022,0
6774,Motivational Talks,10/29/2022 23:00,23,10/29/2022,0
6775,Motivational Talks,10/30/2022 0:00,0,10/30/2022,0
6776,Motivational Talks,10/30/2022 1:00,1,10/30/2022,0
6777,Motivational Talks,10/30/2022 2:00,2,10/30/2022,0
6778,Motivational Talks,10/30/2022 3:00,3,10/30/2022,0
6779,Motivational Talks,10/30/2022 4:00,4,10/30/2022,0
6780,Motivational Talks,10/30/2022 5:00,5,10/30/2022,0
6781,Motivational Talks,10/30/2022 6:00,6,10/30/2022,0
6782,Motivational Talks,10/30/2022 7:00,7,10/30/2022,0
6783,Motivational Talks,10/30/2022 8:00,8,10/30/2022,0
6784,Motivational Talks,10/30/2022 9:00,9,10/30/2022,0
6785,Motivational Talks,10/30/2022 10:00,10,10/30/2022,0
6786,Motivational Talks,10/30/2022 11:00,11,10/30/2022,0
6787,Motivational Talks,10/30/2022 12:00,12,10/30/2022,0
6788,Motivational Talks,10/30/2022 13:00,13,10/30/2022,0
6789,Motivational Talks,10/30/2022 14:00,14,10/30/2022,0
6790,Motivational Talks,10/30/2022 15:00,15,10/30/2022,0
6791,Motivational Talks,10/30/2022 16:00,16,10/30/2022,0
6792,Motivational Talks,10/30/2022 17:00,17,10/30/2022,0
6793,Motivational Talks,10/30/2022 18:00,18,10/30/2022,0
6794,Motivational Talks,10/30/2022 19:00,19,10/30/2022,0
6795,Motivational Talks,10/30/2022 20:00,20,10/30/2022,0
6796,Motivational Talks,10/30/2022 21:00,21,10/30/2022,0
6797,Motivational Talks,10/30/2022 22:00,22,10/30/2022,0
6798,Motivational Talks,10/30/2022 23:00,23,10/30/2022,0
6799,Motivational Talks,10/31/2022 0:00,0,10/31/2022,0
6800,Motivational Talks,10/31/2022 1:00,1,10/31/2022,0
6801,Motivational Talks,10/31/2022 2:00,2,10/31/2022,0
6802,Motivational Talks,10/31/2022 3:00,3,10/31/2022,0
6803,Motivational Talks,10/31/2022 4:00,4,10/31/2022,0
6804,Motivational Talks,10/31/2022 5:00,5,10/31/2022,0
6805,Motivational Talks,10/31/2022 6:00,6,10/31/2022,0
6806,Motivational Talks,10/31/2022 7:00,7,10/31/2022,0
6807,Motivational Talks,10/31/2022 8:00,8,10/31/2022,0
6808,Motivational Talks,10/31/2022 9:00,9,10/31/2022,0
6809,Motivational Talks,10/31/2022 10:00,10,10/31/2022,0
6810,Motivational Talks,10/31/2022 11:00,11,10/31/2022,0
6811,Motivational Talks,10/31/2022 12:00,12,10/31/2022,0
6812,Motivational Talks,10/31/2022 13:00,13,10/31/2022,0
6813,Motivational Talks,10/31/2022 14:00,14,10/31/2022,0
6814,Motivational Talks,10/31/2022 15:00,15,10/31/2022,0
6815,Motivational Talks,10/31/2022 16:00,16,10/31/2022,0
6816,Motivational Talks,10/31/2022 17:00,17,10/31/2022,0
6817,Motivational Talks,10/31/2022 18:00,18,10/31/2022,0
6818,Motivational Talks,10/31/2022 19:00,19,10/31/2022,0
6819,Motivational Talks,10/31/2022 20:00,20,10/31/2022,0
6820,Motivational Talks,10/31/2022 21:00,21,10/31/2022,0
6821,Motivational Talks,10/31/2022 22:00,22,10/31/2022,0
6822,Motivational Talks,10/31/2022 23:00,23,10/31/2022,0
6823,Motivational Talks,11/1/2022 0:00,0,11/1/2022,0
6824,Motivational Talks,11/1/2022 1:00,1,11/1/2022,0
6825,Motivational Talks,11/1/2022 2:00,2,11/1/2022,0
6826,Motivational Talks,11/1/2022 3:00,3,11/1/2022,0
6827,Motivational Talks,11/1/2022 4:00,4,11/1/2022,0
6828,Motivational Talks,11/1/2022 5:00,5,11/1/2022,0
6829,Motivational Talks,11/1/2022 6:00,6,11/1/2022,0
6830,Motivational Talks,11/1/2022 7:00,7,11/1/2022,0
6831,Motivational Talks,11/1/2022 8:00,8,11/1/2022,0
6832,Motivational Talks,11/1/2022 9:00,9,11/1/2022,0
6833,Motivational Talks,11/1/2022 10:00,10,11/1/2022,0
6834,Motivational Talks,11/1/2022 11:00,11,11/1/2022,0
6835,Motivational Talks,11/1/2022 12:00,12,11/1/2022,0
6836,Motivational Talks,11/1/2022 13:00,13,11/1/2022,0
6837,Motivational Talks,11/1/2022 14:00,14,11/1/2022,0
6838,Motivational Talks,11/1/2022 15:00,15,11/1/2022,0
6839,Motivational Talks,11/1/2022 16:00,16,11/1/2022,0
6840,Motivational Talks,11/1/2022 17:00,17,11/1/2022,0
6841,Motivational Talks,11/1/2022 18:00,18,11/1/2022,0
6842,Motivational Talks,11/1/2022 19:00,19,11/1/2022,0
6843,Motivational Talks,11/1/2022 20:00,20,11/1/2022,0
6844,Motivational Talks,11/1/2022 21:00,21,11/1/2022,0
6845,Motivational Talks,11/1/2022 22:00,22,11/1/2022,0
6846,Motivational Talks,11/1/2022 23:00,23,11/1/2022,0
6847,Motivational Talks,11/2/2022 0:00,0,11/2/2022,0
6848,Motivational Talks,11/2/2022 1:00,1,11/2/2022,0
6849,Motivational Talks,11/2/2022 2:00,2,11/2/2022,0
6850,Motivational Talks,11/2/2022 3:00,3,11/2/2022,0
6851,Motivational Talks,11/2/2022 4:00,4,11/2/2022,0
6852,Motivational Talks,11/2/2022 5:00,5,11/2/2022,0
6853,Motivational Talks,11/2/2022 6:00,6,11/2/2022,0
6854,Motivational Talks,11/2/2022 7:00,7,11/2/2022,0
6855,Motivational Talks,11/2/2022 8:00,8,11/2/2022,0
6856,Motivational Talks,11/2/2022 9:00,9,11/2/2022,0
6857,Motivational Talks,11/2/2022 10:00,10,11/2/2022,0
6858,Motivational Talks,11/2/2022 11:00,11,11/2/2022,0
6859,Motivational Talks,11/2/2022 12:00,12,11/2/2022,0
6860,Motivational Talks,11/2/2022 13:00,13,11/2/2022,0
6861,Motivational Talks,11/2/2022 14:00,14,11/2/2022,0
6862,Motivational Talks,11/2/2022 15:00,15,11/2/2022,0
6863,Motivational Talks,11/2/2022 16:00,16,11/2/2022,0
6864,Motivational Talks,11/2/2022 17:00,17,11/2/2022,0
6865,Motivational Talks,11/2/2022 18:00,18,11/2/2022,0
6866,Motivational Talks,11/2/2022 19:00,19,11/2/2022,0
6867,Motivational Talks,11/2/2022 20:00,20,11/2/2022,0
6868,Motivational Talks,11/2/2022 21:00,21,11/2/2022,0
6869,Motivational Talks,11/2/2022 22:00,22,11/2/2022,0
6870,Motivational Talks,11/2/2022 23:00,23,11/2/2022,0
6871,Motivational Talks,11/3/2022 0:00,0,11/3/2022,0
6872,Motivational Talks,11/3/2022 1:00,1,11/3/2022,0
6873,Motivational Talks,11/3/2022 2:00,2,11/3/2022,0
6874,Motivational Talks,11/3/2022 3:00,3,11/3/2022,0
6875,Motivational Talks,11/3/2022 4:00,4,11/3/2022,0
6876,Motivational Talks,11/3/2022 5:00,5,11/3/2022,0
6877,Motivational Talks,11/3/2022 6:00,6,11/3/2022,0
6878,Motivational Talks,11/3/2022 7:00,7,11/3/2022,0
6879,Motivational Talks,11/3/2022 8:00,8,11/3/2022,0
6880,Motivational Talks,11/3/2022 9:00,9,11/3/2022,0
6881,Motivational Talks,11/3/2022 10:00,10,11/3/2022,0
6882,Motivational Talks,11/3/2022 11:00,11,11/3/2022,0
6883,Motivational Talks,11/3/2022 12:00,12,11/3/2022,0
6884,Motivational Talks,11/3/2022 13:00,13,11/3/2022,0
6885,Motivational Talks,11/3/2022 14:00,14,11/3/2022,0
6886,Motivational Talks,11/3/2022 15:00,15,11/3/2022,0
6887,Motivational Talks,11/3/2022 16:00,16,11/3/2022,0
6888,Motivational Talks,11/3/2022 17:00,17,11/3/2022,0
6889,Motivational Talks,11/3/2022 18:00,18,11/3/2022,0
6890,Motivational Talks,11/3/2022 19:00,19,11/3/2022,0
6891,Motivational Talks,11/3/2022 20:00,20,11/3/2022,0
6892,Motivational Talks,11/3/2022 21:00,21,11/3/2022,0
6893,Motivational Talks,11/3/2022 22:00,22,11/3/2022,0
6894,Motivational Talks,11/3/2022 23:00,23,11/3/2022,0
6895,Motivational Talks,11/4/2022 0:00,0,11/4/2022,0
6896,Motivational Talks,11/4/2022 1:00,1,11/4/2022,0
6897,Motivational Talks,11/4/2022 2:00,2,11/4/2022,0
6898,Motivational Talks,11/4/2022 3:00,3,11/4/2022,0
6899,Motivational Talks,11/4/2022 4:00,4,11/4/2022,0
6900,Motivational Talks,11/4/2022 5:00,5,11/4/2022,0
6901,Motivational Talks,11/4/2022 6:00,6,11/4/2022,0
6902,Motivational Talks,11/4/2022 7:00,7,11/4/2022,0
6903,Motivational Talks,11/4/2022 8:00,8,11/4/2022,0
6904,Motivational Talks,11/4/2022 9:00,9,11/4/2022,0
6905,Motivational Talks,11/4/2022 10:00,10,11/4/2022,0
6906,Motivational Talks,11/4/2022 11:00,11,11/4/2022,0
6907,Motivational Talks,11/4/2022 12:00,12,11/4/2022,0
6908,Motivational Talks,11/4/2022 13:00,13,11/4/2022,0
6909,Motivational Talks,11/4/2022 14:00,14,11/4/2022,0
6910,Motivational Talks,11/4/2022 15:00,15,11/4/2022,0
6911,Motivational Talks,11/4/2022 16:00,16,11/4/2022,0
6912,Motivational Talks,11/4/2022 17:00,17,11/4/2022,0
6913,Motivational Talks,11/4/2022 18:00,18,11/4/2022,0
6914,Motivational Talks,11/4/2022 19:00,19,11/4/2022,0
6915,Motivational Talks,11/4/2022 20:00,20,11/4/2022,0
6916,Motivational Talks,11/4/2022 21:00,21,11/4/2022,0
6917,Motivational Talks,11/4/2022 22:00,22,11/4/2022,0
6918,Motivational Talks,11/4/2022 23:00,23,11/4/2022,0
6919,Motivational Talks,11/5/2022 0:00,0,11/5/2022,0
6920,Motivational Talks,11/5/2022 1:00,1,11/5/2022,0
6921,Motivational Talks,11/5/2022 2:00,2,11/5/2022,0
6922,Motivational Talks,11/5/2022 3:00,3,11/5/2022,0
6923,Motivational Talks,11/5/2022 4:00,4,11/5/2022,0
6924,Motivational Talks,11/5/2022 5:00,5,11/5/2022,0
6925,Motivational Talks,11/5/2022 6:00,6,11/5/2022,0
6926,Motivational Talks,11/5/2022 7:00,7,11/5/2022,0
6927,Motivational Talks,11/5/2022 8:00,8,11/5/2022,0
6928,Motivational Talks,11/5/2022 9:00,9,11/5/2022,0
6929,Motivational Talks,11/5/2022 10:00,10,11/5/2022,0
6930,Motivational Talks,11/5/2022 11:00,11,11/5/2022,0
6931,Motivational Talks,11/5/2022 12:00,12,11/5/2022,0
6932,Motivational Talks,11/5/2022 13:00,13,11/5/2022,0
6933,Motivational Talks,11/5/2022 14:00,14,11/5/2022,0
6934,Motivational Talks,11/5/2022 15:00,15,11/5/2022,0
6935,Motivational Talks,11/5/2022 16:00,16,11/5/2022,0
6936,Motivational Talks,11/5/2022 17:00,17,11/5/2022,0
6937,Motivational Talks,11/5/2022 18:00,18,11/5/2022,0
6938,Motivational Talks,11/5/2022 19:00,19,11/5/2022,0
6939,Motivational Talks,11/5/2022 20:00,20,11/5/2022,0
6940,Motivational Talks,11/5/2022 21:00,21,11/5/2022,0
6941,Motivational Talks,11/5/2022 22:00,22,11/5/2022,0
6942,Motivational Talks,11/5/2022 23:00,23,11/5/2022,0
6943,Motivational Talks,11/6/2022 0:00,0,11/6/2022,0
6944,Motivational Talks,11/6/2022 1:00,1,11/6/2022,0
6945,Motivational Talks,11/6/2022 2:00,2,11/6/2022,0
6946,Motivational Talks,11/6/2022 3:00,3,11/6/2022,0
6947,Motivational Talks,11/6/2022 4:00,4,11/6/2022,0
6948,Motivational Talks,11/6/2022 5:00,5,11/6/2022,0
6949,Motivational Talks,11/6/2022 6:00,6,11/6/2022,0
6950,Motivational Talks,11/6/2022 7:00,7,11/6/2022,0
6951,Motivational Talks,11/6/2022 8:00,8,11/6/2022,0
6952,Motivational Talks,11/6/2022 9:00,9,11/6/2022,0
6953,Motivational Talks,11/6/2022 10:00,10,11/6/2022,0
6954,Motivational Talks,11/6/2022 11:00,11,11/6/2022,0
6955,Motivational Talks,11/6/2022 12:00,12,11/6/2022,0
6956,Motivational Talks,11/6/2022 13:00,13,11/6/2022,0
6957,Motivational Talks,11/6/2022 14:00,14,11/6/2022,0
6958,Motivational Talks,11/6/2022 15:00,15,11/6/2022,0
6959,Motivational Talks,11/6/2022 16:00,16,11/6/2022,0
6960,Motivational Talks,11/6/2022 17:00,17,11/6/2022,0
6961,Motivational Talks,11/6/2022 18:00,18,11/6/2022,0
6962,Motivational Talks,11/6/2022 19:00,19,11/6/2022,0
6963,Motivational Talks,11/6/2022 20:00,20,11/6/2022,0
6964,Motivational Talks,11/6/2022 21:00,21,11/6/2022,0
6965,Motivational Talks,11/6/2022 22:00,22,11/6/2022,0
6966,Motivational Talks,11/6/2022 23:00,23,11/6/2022,0
6967,Motivational Talks,11/7/2022 0:00,0,11/7/2022,0
6968,Motivational Talks,11/7/2022 1:00,1,11/7/2022,0
6969,Motivational Talks,11/7/2022 2:00,2,11/7/2022,0
6970,Motivational Talks,11/7/2022 3:00,3,11/7/2022,0
6971,Motivational Talks,11/7/2022 4:00,4,11/7/2022,0
6972,Motivational Talks,11/7/2022 5:00,5,11/7/2022,0
6973,Motivational Talks,11/7/2022 6:00,6,11/7/2022,0
6974,Motivational Talks,11/7/2022 7:00,7,11/7/2022,0
6975,Motivational Talks,11/7/2022 8:00,8,11/7/2022,0
6976,Motivational Talks,11/7/2022 9:00,9,11/7/2022,0
6977,Motivational Talks,11/7/2022 10:00,10,11/7/2022,0
6978,Motivational Talks,11/7/2022 11:00,11,11/7/2022,0
6979,Motivational Talks,11/7/2022 12:00,12,11/7/2022,0
6980,Motivational Talks,11/7/2022 13:00,13,11/7/2022,0
6981,Motivational Talks,11/7/2022 14:00,14,11/7/2022,0
6982,Motivational Talks,11/7/2022 15:00,15,11/7/2022,0
6983,Motivational Talks,11/7/2022 16:00,16,11/7/2022,0
6984,Motivational Talks,11/7/2022 17:00,17,11/7/2022,0
6985,Motivational Talks,11/7/2022 18:00,18,11/7/2022,0
6986,Motivational Talks,11/7/2022 19:00,19,11/7/2022,0
6987,Motivational Talks,11/7/2022 20:00,20,11/7/2022,0
6988,Motivational Talks,11/7/2022 21:00,21,11/7/2022,0
6989,Motivational Talks,11/7/2022 22:00,22,11/7/2022,0
6990,Motivational Talks,11/7/2022 23:00,23,11/7/2022,0
6991,Motivational Talks,11/8/2022 0:00,0,11/8/2022,0
6992,Motivational Talks,11/8/2022 1:00,1,11/8/2022,0
6993,Motivational Talks,11/8/2022 2:00,2,11/8/2022,0
6994,Motivational Talks,11/8/2022 3:00,3,11/8/2022,0
6995,Motivational Talks,11/8/2022 4:00,4,11/8/2022,0
6996,Motivational Talks,11/8/2022 5:00,5,11/8/2022,0
6997,Motivational Talks,11/8/2022 6:00,6,11/8/2022,0
6998,Motivational Talks,11/8/2022 7:00,7,11/8/2022,0
6999,Motivational Talks,11/8/2022 8:00,8,11/8/2022,0
7000,Motivational Talks,11/8/2022 9:00,9,11/8/2022,0
7001,Motivational Talks,11/8/2022 10:00,10,11/8/2022,0
7002,Motivational Talks,11/8/2022 11:00,11,11/8/2022,0
7003,Motivational Talks,11/8/2022 12:00,12,11/8/2022,0
7004,Motivational Talks,11/8/2022 13:00,13,11/8/2022,0
7005,Motivational Talks,11/8/2022 14:00,14,11/8/2022,0
7006,Motivational Talks,11/8/2022 15:00,15,11/8/2022,0
7007,Motivational Talks,11/8/2022 16:00,16,11/8/2022,0
7008,Motivational Talks,11/8/2022 17:00,17,11/8/2022,0
7009,Motivational Talks,11/8/2022 18:00,18,11/8/2022,0
7010,Motivational Talks,11/8/2022 19:00,19,11/8/2022,0
7011,Motivational Talks,11/8/2022 20:00,20,11/8/2022,0
7012,Motivational Talks,11/8/2022 21:00,21,11/8/2022,0
7013,Motivational Talks,11/8/2022 22:00,22,11/8/2022,0
7014,Motivational Talks,11/8/2022 23:00,23,11/8/2022,0
7015,Motivational Talks,11/9/2022 0:00,0,11/9/2022,0
7016,Motivational Talks,11/9/2022 1:00,1,11/9/2022,0
7017,Motivational Talks,11/9/2022 2:00,2,11/9/2022,0
7018,Motivational Talks,11/9/2022 3:00,3,11/9/2022,0
7019,Motivational Talks,11/9/2022 4:00,4,11/9/2022,0
7020,Motivational Talks,11/9/2022 5:00,5,11/9/2022,0
7021,Motivational Talks,11/9/2022 6:00,6,11/9/2022,0
7022,Motivational Talks,11/9/2022 7:00,7,11/9/2022,0
7023,Motivational Talks,11/9/2022 8:00,8,11/9/2022,0
7024,Motivational Talks,11/9/2022 9:00,9,11/9/2022,0
7025,Motivational Talks,11/9/2022 10:00,10,11/9/2022,0
7026,Motivational Talks,11/9/2022 11:00,11,11/9/2022,0
7027,Motivational Talks,11/9/2022 12:00,12,11/9/2022,0
7028,Motivational Talks,11/9/2022 13:00,13,11/9/2022,0
7029,Motivational Talks,11/9/2022 14:00,14,11/9/2022,0
7030,Motivational Talks,11/9/2022 15:00,15,11/9/2022,0
7031,Motivational Talks,11/9/2022 16:00,16,11/9/2022,0
7032,Motivational Talks,11/9/2022 17:00,17,11/9/2022,0
7033,Motivational Talks,11/9/2022 18:00,18,11/9/2022,0
7034,Motivational Talks,11/9/2022 19:00,19,11/9/2022,0
7035,Motivational Talks,11/9/2022 20:00,20,11/9/2022,0
7036,Motivational Talks,11/9/2022 21:00,21,11/9/2022,0
7037,Motivational Talks,11/9/2022 22:00,22,11/9/2022,0
7038,Motivational Talks,11/9/2022 23:00,23,11/9/2022,0
7039,Motivational Talks,11/10/2022 0:00,0,11/10/2022,0
7040,Motivational Talks,11/10/2022 1:00,1,11/10/2022,0
7041,Motivational Talks,11/10/2022 2:00,2,11/10/2022,0
7042,Motivational Talks,11/10/2022 3:00,3,11/10/2022,0
7043,Motivational Talks,11/10/2022 4:00,4,11/10/2022,0
7044,Motivational Talks,11/10/2022 5:00,5,11/10/2022,0
7045,Motivational Talks,11/10/2022 6:00,6,11/10/2022,0
7046,Motivational Talks,11/10/2022 7:00,7,11/10/2022,0
7047,Motivational Talks,11/10/2022 8:00,8,11/10/2022,0
7048,Motivational Talks,11/10/2022 9:00,9,11/10/2022,0
7049,Motivational Talks,11/10/2022 10:00,10,11/10/2022,0
7050,Motivational Talks,11/10/2022 11:00,11,11/10/2022,0
7051,Motivational Talks,11/10/2022 12:00,12,11/10/2022,0
7052,Motivational Talks,11/10/2022 13:00,13,11/10/2022,0
7053,Motivational Talks,11/10/2022 14:00,14,11/10/2022,0
7054,Motivational Talks,11/10/2022 15:00,15,11/10/2022,0
7055,Motivational Talks,11/10/2022 16:00,16,11/10/2022,0
7056,Motivational Talks,11/10/2022 17:00,17,11/10/2022,0
7057,Motivational Talks,11/10/2022 18:00,18,11/10/2022,0
7058,Motivational Talks,11/10/2022 19:00,19,11/10/2022,0
7059,Motivational Talks,11/10/2022 20:00,20,11/10/2022,0
7060,Motivational Talks,11/10/2022 21:00,21,11/10/2022,0
7061,Motivational Talks,11/10/2022 22:00,22,11/10/2022,0
7062,Motivational Talks,11/10/2022 23:00,23,11/10/2022,0
7063,Motivational Talks,11/11/2022 0:00,0,11/11/2022,0
7064,Motivational Talks,11/11/2022 1:00,1,11/11/2022,0
7065,Motivational Talks,11/11/2022 2:00,2,11/11/2022,0
7066,Motivational Talks,11/11/2022 3:00,3,11/11/2022,0
7067,Motivational Talks,11/11/2022 4:00,4,11/11/2022,0
7068,Motivational Talks,11/11/2022 5:00,5,11/11/2022,0
7069,Motivational Talks,11/11/2022 6:00,6,11/11/2022,0
7070,Motivational Talks,11/11/2022 7:00,7,11/11/2022,0
7071,Motivational Talks,11/11/2022 8:00,8,11/11/2022,0
7072,Motivational Talks,11/11/2022 9:00,9,11/11/2022,0
7073,Motivational Talks,11/11/2022 10:00,10,11/11/2022,0
7074,Motivational Talks,11/11/2022 11:00,11,11/11/2022,0
7075,Motivational Talks,11/11/2022 12:00,12,11/11/2022,0
7076,Motivational Talks,11/11/2022 13:00,13,11/11/2022,0
7077,Motivational Talks,11/11/2022 14:00,14,11/11/2022,0
7078,Motivational Talks,11/11/2022 15:00,15,11/11/2022,0
7079,Motivational Talks,11/11/2022 16:00,16,11/11/2022,0
7080,Motivational Talks,11/11/2022 17:00,17,11/11/2022,0
7081,Motivational Talks,11/11/2022 18:00,18,11/11/2022,0
7082,Motivational Talks,11/11/2022 19:00,19,11/11/2022,0
7083,Motivational Talks,11/11/2022 20:00,20,11/11/2022,0
7084,Motivational Talks,11/11/2022 21:00,21,11/11/2022,0
7085,Motivational Talks,11/11/2022 22:00,22,11/11/2022,0
7086,Motivational Talks,11/11/2022 23:00,23,11/11/2022,0
7087,Motivational Talks,11/12/2022 0:00,0,11/12/2022,0
7088,Motivational Talks,11/12/2022 1:00,1,11/12/2022,0
7089,Motivational Talks,11/12/2022 2:00,2,11/12/2022,0
7090,Motivational Talks,11/12/2022 3:00,3,11/12/2022,0
7091,Motivational Talks,11/12/2022 4:00,4,11/12/2022,0
7092,Motivational Talks,11/12/2022 5:00,5,11/12/2022,1
7093,Motivational Talks,11/12/2022 6:00,6,11/12/2022,0
7094,Motivational Talks,11/12/2022 7:00,7,11/12/2022,0
7095,Motivational Talks,11/12/2022 8:00,8,11/12/2022,0
7096,Motivational Talks,11/12/2022 9:00,9,11/12/2022,0
7097,Motivational Talks,11/12/2022 10:00,10,11/12/2022,0
7098,Motivational Talks,11/12/2022 11:00,11,11/12/2022,0
7099,Motivational Talks,11/12/2022 12:00,12,11/12/2022,0
7100,Motivational Talks,11/12/2022 13:00,13,11/12/2022,0
7101,Motivational Talks,11/12/2022 14:00,14,11/12/2022,0
7102,Motivational Talks,11/12/2022 15:00,15,11/12/2022,0
7103,Motivational Talks,11/12/2022 16:00,16,11/12/2022,0
7104,Motivational Talks,11/12/2022 17:00,17,11/12/2022,0
7105,Motivational Talks,11/12/2022 18:00,18,11/12/2022,0
7106,Motivational Talks,11/12/2022 19:00,19,11/12/2022,0
7107,Motivational Talks,11/12/2022 20:00,20,11/12/2022,0
7108,Motivational Talks,11/12/2022 21:00,21,11/12/2022,0
7109,Motivational Talks,11/12/2022 22:00,22,11/12/2022,0
7110,Motivational Talks,11/12/2022 23:00,23,11/12/2022,0
