,Event_Name,Tweet_Timestamp,Hour,Day,Count
3134,ICAI,11/24/2022 6:00,6,11/24/2022,0
3135,ICAI,11/24/2022 7:00,7,11/24/2022,0
3136,ICAI,11/24/2022 8:00,8,11/24/2022,0
3137,ICAI,11/24/2022 9:00,9,11/24/2022,0
3138,ICAI,11/24/2022 10:00,10,11/24/2022,0
3139,ICAI,11/24/2022 11:00,11,11/24/2022,0
3140,ICAI,11/24/2022 12:00,12,11/24/2022,0
3141,ICAI,11/24/2022 13:00,13,11/24/2022,0
3142,ICAI,11/24/2022 14:00,14,11/24/2022,0
3143,ICAI,11/24/2022 15:00,15,11/24/2022,0
3144,ICAI,11/24/2022 16:00,16,11/24/2022,0
3145,ICAI,11/24/2022 17:00,17,11/24/2022,0
3146,ICAI,11/24/2022 18:00,18,11/24/2022,0
3147,ICAI,11/24/2022 19:00,19,11/24/2022,0
3148,ICAI,11/24/2022 20:00,20,11/24/2022,0
3149,ICAI,11/24/2022 21:00,21,11/24/2022,0
3150,ICAI,11/24/2022 22:00,22,11/24/2022,0
3151,ICAI,11/24/2022 23:00,23,11/24/2022,0
3152,ICAI,11/25/2022 0:00,0,11/25/2022,0
3153,ICAI,11/25/2022 1:00,1,11/25/2022,0
3154,ICAI,11/25/2022 2:00,2,11/25/2022,0
3155,ICAI,11/25/2022 3:00,3,11/25/2022,0
3156,ICAI,11/25/2022 4:00,4,11/25/2022,0
3157,ICAI,11/25/2022 5:00,5,11/25/2022,0
3158,ICAI,11/25/2022 6:00,6,11/25/2022,0
3159,ICAI,11/25/2022 7:00,7,11/25/2022,0
3160,ICAI,11/25/2022 8:00,8,11/25/2022,0
3161,ICAI,11/25/2022 9:00,9,11/25/2022,0
3162,ICAI,11/25/2022 10:00,10,11/25/2022,0
3163,ICAI,11/25/2022 11:00,11,11/25/2022,0
3164,ICAI,11/25/2022 12:00,12,11/25/2022,0
3165,ICAI,11/25/2022 13:00,13,11/25/2022,0
3166,ICAI,11/25/2022 14:00,14,11/25/2022,0
3167,ICAI,11/25/2022 15:00,15,11/25/2022,0
3168,ICAI,11/25/2022 16:00,16,11/25/2022,0
3169,ICAI,11/25/2022 17:00,17,11/25/2022,0
3170,ICAI,11/25/2022 18:00,18,11/25/2022,0
3171,ICAI,11/25/2022 19:00,19,11/25/2022,0
3172,ICAI,11/25/2022 20:00,20,11/25/2022,0
3173,ICAI,11/25/2022 21:00,21,11/25/2022,0
3174,ICAI,11/25/2022 22:00,22,11/25/2022,0
3175,ICAI,11/25/2022 23:00,23,11/25/2022,0
3176,ICAI,11/26/2022 0:00,0,11/26/2022,0
3177,ICAI,11/26/2022 1:00,1,11/26/2022,0
3178,ICAI,11/26/2022 2:00,2,11/26/2022,0
3179,ICAI,11/26/2022 3:00,3,11/26/2022,0
3180,ICAI,11/26/2022 4:00,4,11/26/2022,0
3181,ICAI,11/26/2022 5:00,5,11/26/2022,0
3182,ICAI,11/26/2022 6:00,6,11/26/2022,0
3183,ICAI,11/26/2022 7:00,7,11/26/2022,0
3184,ICAI,11/26/2022 8:00,8,11/26/2022,0
3185,ICAI,11/26/2022 9:00,9,11/26/2022,0
3186,ICAI,11/26/2022 10:00,10,11/26/2022,0
3187,ICAI,11/26/2022 11:00,11,11/26/2022,0
3188,ICAI,11/26/2022 12:00,12,11/26/2022,0
3189,ICAI,11/26/2022 13:00,13,11/26/2022,0
3190,ICAI,11/26/2022 14:00,14,11/26/2022,0
3191,ICAI,11/26/2022 15:00,15,11/26/2022,0
3192,ICAI,11/26/2022 16:00,16,11/26/2022,0
3193,ICAI,11/26/2022 17:00,17,11/26/2022,0
3194,ICAI,11/26/2022 18:00,18,11/26/2022,0
3195,ICAI,11/26/2022 19:00,19,11/26/2022,0
3196,ICAI,11/26/2022 20:00,20,11/26/2022,0
3197,ICAI,11/26/2022 21:00,21,11/26/2022,0
3198,ICAI,11/26/2022 22:00,22,11/26/2022,0
3199,ICAI,11/26/2022 23:00,23,11/26/2022,0
3200,ICAI,11/27/2022 0:00,0,11/27/2022,0
3201,ICAI,11/27/2022 1:00,1,11/27/2022,0
3202,ICAI,11/27/2022 2:00,2,11/27/2022,0
3203,ICAI,11/27/2022 3:00,3,11/27/2022,0
3204,ICAI,11/27/2022 4:00,4,11/27/2022,0
3205,ICAI,11/27/2022 5:00,5,11/27/2022,0
3206,ICAI,11/27/2022 6:00,6,11/27/2022,0
3207,ICAI,11/27/2022 7:00,7,11/27/2022,0
3208,ICAI,11/27/2022 8:00,8,11/27/2022,0
3209,ICAI,11/27/2022 9:00,9,11/27/2022,0
3210,ICAI,11/27/2022 10:00,10,11/27/2022,0
3211,ICAI,11/27/2022 11:00,11,11/27/2022,0
3212,ICAI,11/27/2022 12:00,12,11/27/2022,0
3213,ICAI,11/27/2022 13:00,13,11/27/2022,0
3214,ICAI,11/27/2022 14:00,14,11/27/2022,0
3215,ICAI,11/27/2022 15:00,15,11/27/2022,0
3216,ICAI,11/27/2022 16:00,16,11/27/2022,0
3217,ICAI,11/27/2022 17:00,17,11/27/2022,0
3218,ICAI,11/27/2022 18:00,18,11/27/2022,0
3219,ICAI,11/27/2022 19:00,19,11/27/2022,0
3220,ICAI,11/27/2022 20:00,20,11/27/2022,0
3221,ICAI,11/27/2022 21:00,21,11/27/2022,0
3222,ICAI,11/27/2022 22:00,22,11/27/2022,0
3223,ICAI,11/27/2022 23:00,23,11/27/2022,0
3224,ICAI,11/28/2022 0:00,0,11/28/2022,0
3225,ICAI,11/28/2022 1:00,1,11/28/2022,0
3226,ICAI,11/28/2022 2:00,2,11/28/2022,0
3227,ICAI,11/28/2022 3:00,3,11/28/2022,0
3228,ICAI,11/28/2022 4:00,4,11/28/2022,0
3229,ICAI,11/28/2022 5:00,5,11/28/2022,0
3230,ICAI,11/28/2022 6:00,6,11/28/2022,0
3231,ICAI,11/28/2022 7:00,7,11/28/2022,0
3232,ICAI,11/28/2022 8:00,8,11/28/2022,0
3233,ICAI,11/28/2022 9:00,9,11/28/2022,0
3234,ICAI,11/28/2022 10:00,10,11/28/2022,0
3235,ICAI,11/28/2022 11:00,11,11/28/2022,0
3236,ICAI,11/28/2022 12:00,12,11/28/2022,0
3237,ICAI,11/28/2022 13:00,13,11/28/2022,0
3238,ICAI,11/28/2022 14:00,14,11/28/2022,0
3239,ICAI,11/28/2022 15:00,15,11/28/2022,0
3240,ICAI,11/28/2022 16:00,16,11/28/2022,0
3241,ICAI,11/28/2022 17:00,17,11/28/2022,0
3242,ICAI,11/28/2022 18:00,18,11/28/2022,0
3243,ICAI,11/28/2022 19:00,19,11/28/2022,0
3244,ICAI,11/28/2022 20:00,20,11/28/2022,0
3245,ICAI,11/28/2022 21:00,21,11/28/2022,0
3246,ICAI,11/28/2022 22:00,22,11/28/2022,0
3247,ICAI,11/28/2022 23:00,23,11/28/2022,0
3248,ICAI,11/29/2022 0:00,0,11/29/2022,0
3249,ICAI,11/29/2022 1:00,1,11/29/2022,0
3250,ICAI,11/29/2022 2:00,2,11/29/2022,0
3251,ICAI,11/29/2022 3:00,3,11/29/2022,0
3252,ICAI,11/29/2022 4:00,4,11/29/2022,0
3253,ICAI,11/29/2022 5:00,5,11/29/2022,0
3254,ICAI,11/29/2022 6:00,6,11/29/2022,0
3255,ICAI,11/29/2022 7:00,7,11/29/2022,0
3256,ICAI,11/29/2022 8:00,8,11/29/2022,0
3257,ICAI,11/29/2022 9:00,9,11/29/2022,0
3258,ICAI,11/29/2022 10:00,10,11/29/2022,0
3259,ICAI,11/29/2022 11:00,11,11/29/2022,0
3260,ICAI,11/29/2022 12:00,12,11/29/2022,0
3261,ICAI,11/29/2022 13:00,13,11/29/2022,0
3262,ICAI,11/29/2022 14:00,14,11/29/2022,0
3263,ICAI,11/29/2022 15:00,15,11/29/2022,0
3264,ICAI,11/29/2022 16:00,16,11/29/2022,0
3265,ICAI,11/29/2022 17:00,17,11/29/2022,0
3266,ICAI,11/29/2022 18:00,18,11/29/2022,0
3267,ICAI,11/29/2022 19:00,19,11/29/2022,0
3268,ICAI,11/29/2022 20:00,20,11/29/2022,0
3269,ICAI,11/29/2022 21:00,21,11/29/2022,0
3270,ICAI,11/29/2022 22:00,22,11/29/2022,0
3271,ICAI,11/29/2022 23:00,23,11/29/2022,0
3272,ICAI,11/30/2022 0:00,0,11/30/2022,0
3273,ICAI,11/30/2022 1:00,1,11/30/2022,0
3274,ICAI,11/30/2022 2:00,2,11/30/2022,0
3275,ICAI,11/30/2022 3:00,3,11/30/2022,0
3276,ICAI,11/30/2022 4:00,4,11/30/2022,0
3277,ICAI,11/30/2022 5:00,5,11/30/2022,0
3278,ICAI,11/30/2022 6:00,6,11/30/2022,0
3279,ICAI,11/30/2022 7:00,7,11/30/2022,0
3280,ICAI,11/30/2022 8:00,8,11/30/2022,0
3281,ICAI,11/30/2022 9:00,9,11/30/2022,0
3282,ICAI,11/30/2022 10:00,10,11/30/2022,0
3283,ICAI,11/30/2022 11:00,11,11/30/2022,0
3284,ICAI,11/30/2022 12:00,12,11/30/2022,0
3285,ICAI,11/30/2022 13:00,13,11/30/2022,0
3286,ICAI,11/30/2022 14:00,14,11/30/2022,0
3287,ICAI,11/30/2022 15:00,15,11/30/2022,0
3288,ICAI,11/30/2022 16:00,16,11/30/2022,0
3289,ICAI,11/30/2022 17:00,17,11/30/2022,0
3290,ICAI,11/30/2022 18:00,18,11/30/2022,0
3291,ICAI,11/30/2022 19:00,19,11/30/2022,0
3292,ICAI,11/30/2022 20:00,20,11/30/2022,0
3293,ICAI,11/30/2022 21:00,21,11/30/2022,0
3294,ICAI,11/30/2022 22:00,22,11/30/2022,0
3295,ICAI,11/30/2022 23:00,23,11/30/2022,0
3296,ICAI,12/1/2022 0:00,0,12/1/2022,0
3297,ICAI,12/1/2022 1:00,1,12/1/2022,0
3298,ICAI,12/1/2022 2:00,2,12/1/2022,0
3299,ICAI,12/1/2022 3:00,3,12/1/2022,0
3300,ICAI,12/1/2022 4:00,4,12/1/2022,0
3301,ICAI,12/1/2022 5:00,5,12/1/2022,0
3302,ICAI,12/1/2022 6:00,6,12/1/2022,0
3303,ICAI,12/1/2022 7:00,7,12/1/2022,0
3304,ICAI,12/1/2022 8:00,8,12/1/2022,0
3305,ICAI,12/1/2022 9:00,9,12/1/2022,0
3306,ICAI,12/1/2022 10:00,10,12/1/2022,0
3307,ICAI,12/1/2022 11:00,11,12/1/2022,0
3308,ICAI,12/1/2022 12:00,12,12/1/2022,0
3309,ICAI,12/1/2022 13:00,13,12/1/2022,0
3310,ICAI,12/1/2022 14:00,14,12/1/2022,0
3311,ICAI,12/1/2022 15:00,15,12/1/2022,0
3312,ICAI,12/1/2022 16:00,16,12/1/2022,0
3313,ICAI,12/1/2022 17:00,17,12/1/2022,0
3314,ICAI,12/1/2022 18:00,18,12/1/2022,0
3315,ICAI,12/1/2022 19:00,19,12/1/2022,0
3316,ICAI,12/1/2022 20:00,20,12/1/2022,0
3317,ICAI,12/1/2022 21:00,21,12/1/2022,0
3318,ICAI,12/1/2022 22:00,22,12/1/2022,0
3319,ICAI,12/1/2022 23:00,23,12/1/2022,0
3320,ICAI,12/2/2022 0:00,0,12/2/2022,0
3321,ICAI,12/2/2022 1:00,1,12/2/2022,0
3322,ICAI,12/2/2022 2:00,2,12/2/2022,0
3323,ICAI,12/2/2022 3:00,3,12/2/2022,0
3324,ICAI,12/2/2022 4:00,4,12/2/2022,0
3325,ICAI,12/2/2022 5:00,5,12/2/2022,0
3326,ICAI,12/2/2022 6:00,6,12/2/2022,0
3327,ICAI,12/2/2022 7:00,7,12/2/2022,0
3328,ICAI,12/2/2022 8:00,8,12/2/2022,0
3329,ICAI,12/2/2022 9:00,9,12/2/2022,0
3330,ICAI,12/2/2022 10:00,10,12/2/2022,0
3331,ICAI,12/2/2022 11:00,11,12/2/2022,0
3332,ICAI,12/2/2022 12:00,12,12/2/2022,0
3333,ICAI,12/2/2022 13:00,13,12/2/2022,0
3334,ICAI,12/2/2022 14:00,14,12/2/2022,0
3335,ICAI,12/2/2022 15:00,15,12/2/2022,0
3336,ICAI,12/2/2022 16:00,16,12/2/2022,0
3337,ICAI,12/2/2022 17:00,17,12/2/2022,0
3338,ICAI,12/2/2022 18:00,18,12/2/2022,0
3339,ICAI,12/2/2022 19:00,19,12/2/2022,0
3340,ICAI,12/2/2022 20:00,20,12/2/2022,0
3341,ICAI,12/2/2022 21:00,21,12/2/2022,0
3342,ICAI,12/2/2022 22:00,22,12/2/2022,0
3343,ICAI,12/2/2022 23:00,23,12/2/2022,0
3344,ICAI,12/3/2022 0:00,0,12/3/2022,0
3345,ICAI,12/3/2022 1:00,1,12/3/2022,0
3346,ICAI,12/3/2022 2:00,2,12/3/2022,0
3347,ICAI,12/3/2022 3:00,3,12/3/2022,1
3348,ICAI,12/3/2022 4:00,4,12/3/2022,0
3349,ICAI,12/3/2022 5:00,5,12/3/2022,0
3350,ICAI,12/3/2022 6:00,6,12/3/2022,0
3351,ICAI,12/3/2022 7:00,7,12/3/2022,0
3352,ICAI,12/3/2022 8:00,8,12/3/2022,0
3353,ICAI,12/3/2022 9:00,9,12/3/2022,0
3354,ICAI,12/3/2022 10:00,10,12/3/2022,0
3355,ICAI,12/3/2022 11:00,11,12/3/2022,0
3356,ICAI,12/3/2022 12:00,12,12/3/2022,0
3357,ICAI,12/3/2022 13:00,13,12/3/2022,0
3358,ICAI,12/3/2022 14:00,14,12/3/2022,0
3359,ICAI,12/3/2022 15:00,15,12/3/2022,0
3360,ICAI,12/3/2022 16:00,16,12/3/2022,0
3361,ICAI,12/3/2022 17:00,17,12/3/2022,0
3362,ICAI,12/3/2022 18:00,18,12/3/2022,0
3363,ICAI,12/3/2022 19:00,19,12/3/2022,0
3364,ICAI,12/3/2022 20:00,20,12/3/2022,0
3365,ICAI,12/3/2022 21:00,21,12/3/2022,0
3366,ICAI,12/3/2022 22:00,22,12/3/2022,0
3367,ICAI,12/3/2022 23:00,23,12/3/2022,0
3368,ICAI,12/4/2022 0:00,0,12/4/2022,0
3369,ICAI,12/4/2022 1:00,1,12/4/2022,0
3370,ICAI,12/4/2022 2:00,2,12/4/2022,0
3371,ICAI,12/4/2022 3:00,3,12/4/2022,0
3372,ICAI,12/4/2022 4:00,4,12/4/2022,0
3373,ICAI,12/4/2022 5:00,5,12/4/2022,0
3374,ICAI,12/4/2022 6:00,6,12/4/2022,0
3375,ICAI,12/4/2022 7:00,7,12/4/2022,0
3376,ICAI,12/4/2022 8:00,8,12/4/2022,0
3377,ICAI,12/4/2022 9:00,9,12/4/2022,0
3378,ICAI,12/4/2022 10:00,10,12/4/2022,0
3379,ICAI,12/4/2022 11:00,11,12/4/2022,0
3380,ICAI,12/4/2022 12:00,12,12/4/2022,0
3381,ICAI,12/4/2022 13:00,13,12/4/2022,0
3382,ICAI,12/4/2022 14:00,14,12/4/2022,0
3383,ICAI,12/4/2022 15:00,15,12/4/2022,0
3384,ICAI,12/4/2022 16:00,16,12/4/2022,0
3385,ICAI,12/4/2022 17:00,17,12/4/2022,0
3386,ICAI,12/4/2022 18:00,18,12/4/2022,0
3387,ICAI,12/4/2022 19:00,19,12/4/2022,0
3388,ICAI,12/4/2022 20:00,20,12/4/2022,0
3389,ICAI,12/4/2022 21:00,21,12/4/2022,0
3390,ICAI,12/4/2022 22:00,22,12/4/2022,0
3391,ICAI,12/4/2022 23:00,23,12/4/2022,0
3392,ICAI,12/5/2022 0:00,0,12/5/2022,0
3393,ICAI,12/5/2022 1:00,1,12/5/2022,0
3394,ICAI,12/5/2022 2:00,2,12/5/2022,0
3395,ICAI,12/5/2022 3:00,3,12/5/2022,0
3396,ICAI,12/5/2022 4:00,4,12/5/2022,0
3397,ICAI,12/5/2022 5:00,5,12/5/2022,0
3398,ICAI,12/5/2022 6:00,6,12/5/2022,0
3399,ICAI,12/5/2022 7:00,7,12/5/2022,0
3400,ICAI,12/5/2022 8:00,8,12/5/2022,0
3401,ICAI,12/5/2022 9:00,9,12/5/2022,0
3402,ICAI,12/5/2022 10:00,10,12/5/2022,0
3403,ICAI,12/5/2022 11:00,11,12/5/2022,0
3404,ICAI,12/5/2022 12:00,12,12/5/2022,0
3405,ICAI,12/5/2022 13:00,13,12/5/2022,0
3406,ICAI,12/5/2022 14:00,14,12/5/2022,0
3407,ICAI,12/5/2022 15:00,15,12/5/2022,0
3408,ICAI,12/5/2022 16:00,16,12/5/2022,0
3409,ICAI,12/5/2022 17:00,17,12/5/2022,0
3410,ICAI,12/5/2022 18:00,18,12/5/2022,0
3411,ICAI,12/5/2022 19:00,19,12/5/2022,0
3412,ICAI,12/5/2022 20:00,20,12/5/2022,0
3413,ICAI,12/5/2022 21:00,21,12/5/2022,0
3414,ICAI,12/5/2022 22:00,22,12/5/2022,0
3415,ICAI,12/5/2022 23:00,23,12/5/2022,0
3416,ICAI,12/6/2022 0:00,0,12/6/2022,0
3417,ICAI,12/6/2022 1:00,1,12/6/2022,0
3418,ICAI,12/6/2022 2:00,2,12/6/2022,0
3419,ICAI,12/6/2022 3:00,3,12/6/2022,0
3420,ICAI,12/6/2022 4:00,4,12/6/2022,0
3421,ICAI,12/6/2022 5:00,5,12/6/2022,0
3422,ICAI,12/6/2022 6:00,6,12/6/2022,0
3423,ICAI,12/6/2022 7:00,7,12/6/2022,0
3424,ICAI,12/6/2022 8:00,8,12/6/2022,0
3425,ICAI,12/6/2022 9:00,9,12/6/2022,0
3426,ICAI,12/6/2022 10:00,10,12/6/2022,0
3427,ICAI,12/6/2022 11:00,11,12/6/2022,0
3428,ICAI,12/6/2022 12:00,12,12/6/2022,0
3429,ICAI,12/6/2022 13:00,13,12/6/2022,0
3430,ICAI,12/6/2022 14:00,14,12/6/2022,0
3431,ICAI,12/6/2022 15:00,15,12/6/2022,0
3432,ICAI,12/6/2022 16:00,16,12/6/2022,0
3433,ICAI,12/6/2022 17:00,17,12/6/2022,0
3434,ICAI,12/6/2022 18:00,18,12/6/2022,0
3435,ICAI,12/6/2022 19:00,19,12/6/2022,0
3436,ICAI,12/6/2022 20:00,20,12/6/2022,0
3437,ICAI,12/6/2022 21:00,21,12/6/2022,0
3438,ICAI,12/6/2022 22:00,22,12/6/2022,0
3439,ICAI,12/6/2022 23:00,23,12/6/2022,0
3440,ICAI,12/7/2022 0:00,0,12/7/2022,0
3441,ICAI,12/7/2022 1:00,1,12/7/2022,0
3442,ICAI,12/7/2022 2:00,2,12/7/2022,0
3443,ICAI,12/7/2022 3:00,3,12/7/2022,0
3444,ICAI,12/7/2022 4:00,4,12/7/2022,0
3445,ICAI,12/7/2022 5:00,5,12/7/2022,0
3446,ICAI,12/7/2022 6:00,6,12/7/2022,0
3447,ICAI,12/7/2022 7:00,7,12/7/2022,0
3448,ICAI,12/7/2022 8:00,8,12/7/2022,0
3449,ICAI,12/7/2022 9:00,9,12/7/2022,0
3450,ICAI,12/7/2022 10:00,10,12/7/2022,0
3451,ICAI,12/7/2022 11:00,11,12/7/2022,0
3452,ICAI,12/7/2022 12:00,12,12/7/2022,0
3453,ICAI,12/7/2022 13:00,13,12/7/2022,0
3454,ICAI,12/7/2022 14:00,14,12/7/2022,0
3455,ICAI,12/7/2022 15:00,15,12/7/2022,0
3456,ICAI,12/7/2022 16:00,16,12/7/2022,0
3457,ICAI,12/7/2022 17:00,17,12/7/2022,0
3458,ICAI,12/7/2022 18:00,18,12/7/2022,0
3459,ICAI,12/7/2022 19:00,19,12/7/2022,0
3460,ICAI,12/7/2022 20:00,20,12/7/2022,0
3461,ICAI,12/7/2022 21:00,21,12/7/2022,0
3462,ICAI,12/7/2022 22:00,22,12/7/2022,0
3463,ICAI,12/7/2022 23:00,23,12/7/2022,0
3464,ICAI,12/8/2022 0:00,0,12/8/2022,0
3465,ICAI,12/8/2022 1:00,1,12/8/2022,0
3466,ICAI,12/8/2022 2:00,2,12/8/2022,0
3467,ICAI,12/8/2022 3:00,3,12/8/2022,0
3468,ICAI,12/8/2022 4:00,4,12/8/2022,0
3469,ICAI,12/8/2022 5:00,5,12/8/2022,0
3470,ICAI,12/8/2022 6:00,6,12/8/2022,0
3471,ICAI,12/8/2022 7:00,7,12/8/2022,0
3472,ICAI,12/8/2022 8:00,8,12/8/2022,0
3473,ICAI,12/8/2022 9:00,9,12/8/2022,0
3474,ICAI,12/8/2022 10:00,10,12/8/2022,0
3475,ICAI,12/8/2022 11:00,11,12/8/2022,0
3476,ICAI,12/8/2022 12:00,12,12/8/2022,0
3477,ICAI,12/8/2022 13:00,13,12/8/2022,0
3478,ICAI,12/8/2022 14:00,14,12/8/2022,0
3479,ICAI,12/8/2022 15:00,15,12/8/2022,0
3480,ICAI,12/8/2022 16:00,16,12/8/2022,0
3481,ICAI,12/8/2022 17:00,17,12/8/2022,0
3482,ICAI,12/8/2022 18:00,18,12/8/2022,0
3483,ICAI,12/8/2022 19:00,19,12/8/2022,0
3484,ICAI,12/8/2022 20:00,20,12/8/2022,0
3485,ICAI,12/8/2022 21:00,21,12/8/2022,0
3486,ICAI,12/8/2022 22:00,22,12/8/2022,0
3487,ICAI,12/8/2022 23:00,23,12/8/2022,0
3488,ICAI,12/9/2022 0:00,0,12/9/2022,0
3489,ICAI,12/9/2022 1:00,1,12/9/2022,0
3490,ICAI,12/9/2022 2:00,2,12/9/2022,0
3491,ICAI,12/9/2022 3:00,3,12/9/2022,0
3492,ICAI,12/9/2022 4:00,4,12/9/2022,0
3493,ICAI,12/9/2022 5:00,5,12/9/2022,0
3494,ICAI,12/9/2022 6:00,6,12/9/2022,0
3495,ICAI,12/9/2022 7:00,7,12/9/2022,0
3496,ICAI,12/9/2022 8:00,8,12/9/2022,0
3497,ICAI,12/9/2022 9:00,9,12/9/2022,0
3498,ICAI,12/9/2022 10:00,10,12/9/2022,0
3499,ICAI,12/9/2022 11:00,11,12/9/2022,0
3500,ICAI,12/9/2022 12:00,12,12/9/2022,0
3501,ICAI,12/9/2022 13:00,13,12/9/2022,0
3502,ICAI,12/9/2022 14:00,14,12/9/2022,0
3503,ICAI,12/9/2022 15:00,15,12/9/2022,0
3504,ICAI,12/9/2022 16:00,16,12/9/2022,0
3505,ICAI,12/9/2022 17:00,17,12/9/2022,0
3506,ICAI,12/9/2022 18:00,18,12/9/2022,0
3507,ICAI,12/9/2022 19:00,19,12/9/2022,0
3508,ICAI,12/9/2022 20:00,20,12/9/2022,0
3509,ICAI,12/9/2022 21:00,21,12/9/2022,0
3510,ICAI,12/9/2022 22:00,22,12/9/2022,0
3511,ICAI,12/9/2022 23:00,23,12/9/2022,0
3512,ICAI,12/10/2022 0:00,0,12/10/2022,0
3513,ICAI,12/10/2022 1:00,1,12/10/2022,0
3514,ICAI,12/10/2022 2:00,2,12/10/2022,0
3515,ICAI,12/10/2022 3:00,3,12/10/2022,0
3516,ICAI,12/10/2022 4:00,4,12/10/2022,0
3517,ICAI,12/10/2022 5:00,5,12/10/2022,0
3518,ICAI,12/10/2022 6:00,6,12/10/2022,0
3519,ICAI,12/10/2022 7:00,7,12/10/2022,0
3520,ICAI,12/10/2022 8:00,8,12/10/2022,0
3521,ICAI,12/10/2022 9:00,9,12/10/2022,0
3522,ICAI,12/10/2022 10:00,10,12/10/2022,0
3523,ICAI,12/10/2022 11:00,11,12/10/2022,0
3524,ICAI,12/10/2022 12:00,12,12/10/2022,0
3525,ICAI,12/10/2022 13:00,13,12/10/2022,0
3526,ICAI,12/10/2022 14:00,14,12/10/2022,0
3527,ICAI,12/10/2022 15:00,15,12/10/2022,0
3528,ICAI,12/10/2022 16:00,16,12/10/2022,0
3529,ICAI,12/10/2022 17:00,17,12/10/2022,0
3530,ICAI,12/10/2022 18:00,18,12/10/2022,0
3531,ICAI,12/10/2022 19:00,19,12/10/2022,0
3532,ICAI,12/10/2022 20:00,20,12/10/2022,0
3533,ICAI,12/10/2022 21:00,21,12/10/2022,0
3534,ICAI,12/10/2022 22:00,22,12/10/2022,0
3535,ICAI,12/10/2022 23:00,23,12/10/2022,0
3536,ICAI,12/11/2022 0:00,0,12/11/2022,0
3537,ICAI,12/11/2022 1:00,1,12/11/2022,0
3538,ICAI,12/11/2022 2:00,2,12/11/2022,0
3539,ICAI,12/11/2022 3:00,3,12/11/2022,0
3540,ICAI,12/11/2022 4:00,4,12/11/2022,0
3541,ICAI,12/11/2022 5:00,5,12/11/2022,0
3542,ICAI,12/11/2022 6:00,6,12/11/2022,0
3543,ICAI,12/11/2022 7:00,7,12/11/2022,0
3544,ICAI,12/11/2022 8:00,8,12/11/2022,0
3545,ICAI,12/11/2022 9:00,9,12/11/2022,0
3546,ICAI,12/11/2022 10:00,10,12/11/2022,0
3547,ICAI,12/11/2022 11:00,11,12/11/2022,0
3548,ICAI,12/11/2022 12:00,12,12/11/2022,0
3549,ICAI,12/11/2022 13:00,13,12/11/2022,0
3550,ICAI,12/11/2022 14:00,14,12/11/2022,0
3551,ICAI,12/11/2022 15:00,15,12/11/2022,0
3552,ICAI,12/11/2022 16:00,16,12/11/2022,0
3553,ICAI,12/11/2022 17:00,17,12/11/2022,0
3554,ICAI,12/11/2022 18:00,18,12/11/2022,0
3555,ICAI,12/11/2022 19:00,19,12/11/2022,0
3556,ICAI,12/11/2022 20:00,20,12/11/2022,0
3557,ICAI,12/11/2022 21:00,21,12/11/2022,0
3558,ICAI,12/11/2022 22:00,22,12/11/2022,0
3559,ICAI,12/11/2022 23:00,23,12/11/2022,0
3560,ICAI,12/12/2022 0:00,0,12/12/2022,0
3561,ICAI,12/12/2022 1:00,1,12/12/2022,0
3562,ICAI,12/12/2022 2:00,2,12/12/2022,0
3563,ICAI,12/12/2022 3:00,3,12/12/2022,0
3564,ICAI,12/12/2022 4:00,4,12/12/2022,0
3565,ICAI,12/12/2022 5:00,5,12/12/2022,0
3566,ICAI,12/12/2022 6:00,6,12/12/2022,0
3567,ICAI,12/12/2022 7:00,7,12/12/2022,0
3568,ICAI,12/12/2022 8:00,8,12/12/2022,0
3569,ICAI,12/12/2022 9:00,9,12/12/2022,0
3570,ICAI,12/12/2022 10:00,10,12/12/2022,0
3571,ICAI,12/12/2022 11:00,11,12/12/2022,0
3572,ICAI,12/12/2022 12:00,12,12/12/2022,0
3573,ICAI,12/12/2022 13:00,13,12/12/2022,0
3574,ICAI,12/12/2022 14:00,14,12/12/2022,0
3575,ICAI,12/12/2022 15:00,15,12/12/2022,0
3576,ICAI,12/12/2022 16:00,16,12/12/2022,0
3577,ICAI,12/12/2022 17:00,17,12/12/2022,0
3578,ICAI,12/12/2022 18:00,18,12/12/2022,0
3579,ICAI,12/12/2022 19:00,19,12/12/2022,0
3580,ICAI,12/12/2022 20:00,20,12/12/2022,0
3581,ICAI,12/12/2022 21:00,21,12/12/2022,0
3582,ICAI,12/12/2022 22:00,22,12/12/2022,0
3583,ICAI,12/12/2022 23:00,23,12/12/2022,0
3584,ICAI,12/13/2022 0:00,0,12/13/2022,0
3585,ICAI,12/13/2022 1:00,1,12/13/2022,0
3586,ICAI,12/13/2022 2:00,2,12/13/2022,0
3587,ICAI,12/13/2022 3:00,3,12/13/2022,0
3588,ICAI,12/13/2022 4:00,4,12/13/2022,0
3589,ICAI,12/13/2022 5:00,5,12/13/2022,0
3590,ICAI,12/13/2022 6:00,6,12/13/2022,0
3591,ICAI,12/13/2022 7:00,7,12/13/2022,0
3592,ICAI,12/13/2022 8:00,8,12/13/2022,0
3593,ICAI,12/13/2022 9:00,9,12/13/2022,0
3594,ICAI,12/13/2022 10:00,10,12/13/2022,0
3595,ICAI,12/13/2022 11:00,11,12/13/2022,0
3596,ICAI,12/13/2022 12:00,12,12/13/2022,0
3597,ICAI,12/13/2022 13:00,13,12/13/2022,0
3598,ICAI,12/13/2022 14:00,14,12/13/2022,0
